Method;Job;AnalyzeLaunchVariance;EvaluateOverhead;MaxAbsoluteError;MaxRelativeError;MinInvokeCount;MinIterationTime;OutlierMode;Affinity;EnvironmentVariables;Jit;Platform;Runtime;AllowVeryLargeObjects;Concurrent;CpuGroups;Force;HeapAffinitizeMask;HeapCount;NoAffinitize;RetainVm;Server;Arguments;BuildConfiguration;Clock;EngineFactory;NuGetReferences;Toolchain;IsMutator;InvocationCount;IterationCount;IterationTime;LaunchCount;MaxIterationCount;MaxWarmupIterationCount;MinIterationCount;MinWarmupIterationCount;RunStrategy;UnrollFactor;WarmupCount;FileSize;BufferSize;Mean;Error;StdDev;Gen 0/1k Op;Gen 1/1k Op;Gen 2/1k Op;Allocated Memory/Op
AsyncFileStream;Core;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;X64;Core;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;16384;32768;130.81 us;0.8854 us;0.8282 us;7.0801;-;-;33.04 KB
SyncFileStream;Core;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;X64;Core;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;16384;32768;81.30 us;0.5489 us;0.4866 us;6.9580;-;-;32.53 KB
AsyncFileStreamSequentialOptions;Core;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;X64;Core;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;16384;32768;130.23 us;1.6254 us;1.5204 us;7.0801;-;-;33.04 KB
SyncFileStreamSequentialOptions;Core;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;X64;Core;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;16384;32768;81.38 us;1.4367 us;1.3439 us;6.9580;-;-;32.53 KB
AsyncFileStream;Core;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;X64;Core;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;16384;65536;130.67 us;0.6835 us;0.6059 us;13.9160;-;-;65.04 KB
SyncFileStream;Core;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;X64;Core;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;16384;65536;80.78 us;0.8626 us;0.8068 us;13.7939;-;-;64.53 KB
AsyncFileStreamSequentialOptions;Core;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;X64;Core;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;16384;65536;129.73 us;0.6129 us;0.5434 us;13.9160;-;-;65.04 KB
SyncFileStreamSequentialOptions;Core;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;X64;Core;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;16384;65536;80.89 us;0.2901 us;0.2713 us;13.7939;-;-;64.53 KB
AsyncFileStream;Core;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;X64;Core;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;16384;84975;130.27 us;2.1815 us;2.0406 us;18.0664;-;-;84.02 KB
SyncFileStream;Core;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;X64;Core;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;16384;84975;83.58 us;0.9782 us;0.9150 us;17.8223;-;-;83.52 KB
AsyncFileStreamSequentialOptions;Core;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;X64;Core;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;16384;84975;132.24 us;2.5558 us;2.3907 us;18.0664;-;-;84.02 KB
SyncFileStreamSequentialOptions;Core;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;X64;Core;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;16384;84975;83.69 us;1.0651 us;0.9963 us;17.8223;-;-;83.52 KB
AsyncFileStream;Core;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;X64;Core;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;32768;512;"1,520.54 us";16.9045 us;15.8125 us;3.9063;-;-;1.54 KB
SyncFileStream;Core;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;X64;Core;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;32768;512;213.54 us;0.9917 us;0.9276 us;-;-;-;1.03 KB
AsyncFileStreamSequentialOptions;Core;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;X64;Core;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;32768;512;"1,527.44 us";20.8947 us;19.5449 us;3.9063;-;-;1.54 KB
SyncFileStreamSequentialOptions;Core;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;X64;Core;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;32768;512;213.63 us;0.8020 us;0.7110 us;-;-;-;1.03 KB
AsyncFileStream;Core;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;X64;Core;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;32768;1024;835.05 us;8.0245 us;7.5061 us;1.9531;-;-;2.04 KB
SyncFileStream;Core;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;X64;Core;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;32768;1024;147.65 us;2.0519 us;1.9194 us;0.2441;-;-;1.53 KB
AsyncFileStreamSequentialOptions;Core;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;X64;Core;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;32768;1024;850.04 us;11.4447 us;10.7054 us;1.9531;-;-;2.04 KB
SyncFileStreamSequentialOptions;Core;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;X64;Core;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;32768;1024;145.13 us;0.4179 us;0.3490 us;0.2441;-;-;1.53 KB
AsyncFileStream;Core;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;X64;Core;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;32768;2048;483.48 us;9.4459 us;9.2772 us;1.9531;-;-;3.04 KB
SyncFileStream;Core;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;X64;Core;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;32768;2048;113.89 us;0.3507 us;0.3281 us;0.4883;-;-;2.53 KB
AsyncFileStreamSequentialOptions;Core;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;X64;Core;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;32768;2048;495.88 us;9.5596 us;10.6254 us;1.9531;-;-;3.04 KB
SyncFileStreamSequentialOptions;Core;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;X64;Core;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;32768;2048;113.31 us;1.6361 us;1.5305 us;0.4883;-;-;2.53 KB
AsyncFileStream;Core;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;X64;Core;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;32768;4096;319.10 us;4.9363 us;4.6174 us;1.4648;-;-;5.04 KB
SyncFileStream;Core;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;X64;Core;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;32768;4096;94.25 us;0.3198 us;0.2835 us;0.9766;-;-;4.53 KB
AsyncFileStreamSequentialOptions;Core;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;X64;Core;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;32768;4096;301.67 us;4.8208 us;4.5094 us;1.4648;-;-;5.04 KB
SyncFileStreamSequentialOptions;Core;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;X64;Core;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;32768;4096;96.81 us;0.5765 us;0.5111 us;0.9766;-;-;4.53 KB
AsyncFileStream;Core;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;X64;Core;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;32768;8192;203.20 us;2.2758 us;2.1287 us;2.1973;-;-;9.04 KB
SyncFileStream;Core;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;X64;Core;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;32768;8192;89.07 us;1.3443 us;1.2575 us;1.8311;-;-;8.53 KB
AsyncFileStreamSequentialOptions;Core;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;X64;Core;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;32768;8192;205.65 us;1.8479 us;1.7285 us;2.1973;-;-;9.04 KB
SyncFileStreamSequentialOptions;Core;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;X64;Core;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;32768;8192;88.62 us;1.6904 us;1.5812 us;1.8311;-;-;8.53 KB
AsyncFileStream;Core;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;X64;Core;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;32768;16384;159.84 us;2.4759 us;2.3160 us;3.6621;-;-;17.04 KB
SyncFileStream;Core;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;X64;Core;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;32768;16384;81.93 us;0.1805 us;0.1507 us;3.5400;-;-;16.53 KB
AsyncFileStreamSequentialOptions;Core;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;X64;Core;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;32768;16384;158.45 us;2.9867 us;2.7938 us;3.6621;-;-;17.04 KB
SyncFileStreamSequentialOptions;Core;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;X64;Core;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;32768;16384;84.95 us;1.1300 us;1.0570 us;3.5400;-;-;16.53 KB
AsyncFileStream;Core;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;X64;Core;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;32768;32768;129.12 us;2.1316 us;1.8897 us;7.0801;-;-;33.04 KB
SyncFileStream;Core;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;X64;Core;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;32768;32768;80.77 us;0.2864 us;0.2539 us;6.9580;-;-;32.53 KB
AsyncFileStreamSequentialOptions;Core;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;X64;Core;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;32768;32768;128.43 us;1.4906 us;1.3943 us;7.0801;-;-;33.04 KB
SyncFileStreamSequentialOptions;Core;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;X64;Core;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;32768;32768;82.79 us;1.0191 us;0.9532 us;6.9580;-;-;32.53 KB
AsyncFileStream;Core;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;X64;Core;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;32768;65536;134.66 us;1.1973 us;1.1199 us;13.9160;-;-;65.04 KB
SyncFileStream;Core;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;X64;Core;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;32768;65536;82.82 us;1.4542 us;1.3603 us;13.7939;-;-;64.53 KB
AsyncFileStreamSequentialOptions;Core;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;X64;Core;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;32768;65536;131.32 us;0.4585 us;0.4289 us;13.9160;-;-;65.04 KB
SyncFileStreamSequentialOptions;Core;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;X64;Core;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;32768;65536;81.30 us;0.2574 us;0.2281 us;13.7939;-;-;64.53 KB
AsyncFileStream;Core;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;X64;Core;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;32768;84975;133.78 us;1.0314 us;0.9648 us;18.0664;-;-;84.02 KB
SyncFileStream;Core;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;X64;Core;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;32768;84975;84.10 us;1.6324 us;1.5270 us;17.8223;-;-;83.52 KB
AsyncFileStreamSequentialOptions;Core;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;X64;Core;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;32768;84975;132.70 us;2.3938 us;2.2391 us;18.0664;-;-;84.02 KB
SyncFileStreamSequentialOptions;Core;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;X64;Core;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;32768;84975;83.30 us;1.3129 us;1.2281 us;17.8223;-;-;83.52 KB
AsyncFileStream;Core;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;X64;Core;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;65536;512;"2,897.85 us";16.9202 us;14.9993 us;7.8125;-;-;1.54 KB
SyncFileStream;Core;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;X64;Core;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;65536;512;352.37 us;2.1523 us;1.7973 us;-;-;-;1.03 KB
AsyncFileStreamSequentialOptions;Core;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;X64;Core;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;65536;512;"2,950.65 us";25.8825 us;22.9441 us;7.8125;-;-;1.54 KB
SyncFileStreamSequentialOptions;Core;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;X64;Core;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;65536;512;349.73 us;1.6235 us;1.4392 us;-;-;-;1.03 KB
AsyncFileStream;Core;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;X64;Core;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;65536;1024;"1,537.65 us";10.5940 us;9.9096 us;3.9063;-;-;2.04 KB
SyncFileStream;Core;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;X64;Core;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;65536;1024;214.71 us;0.6830 us;0.6055 us;0.2441;-;-;1.53 KB
AsyncFileStreamSequentialOptions;Core;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;X64;Core;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;65536;1024;"1,515.51 us";24.9099 us;22.0820 us;3.9063;-;-;2.04 KB
SyncFileStreamSequentialOptions;Core;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;X64;Core;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;65536;1024;217.01 us;2.6868 us;2.5133 us;0.2441;-;-;1.53 KB
AsyncFileStream;Core;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;X64;Core;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;65536;2048;852.08 us;10.6374 us;9.9503 us;2.9297;-;-;3.04 KB
SyncFileStream;Core;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;X64;Core;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;65536;2048;147.12 us;0.8573 us;0.7600 us;0.4883;-;-;2.53 KB
AsyncFileStreamSequentialOptions;Core;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;X64;Core;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;65536;2048;843.46 us;5.6341 us;4.7047 us;2.9297;-;-;3.04 KB
SyncFileStreamSequentialOptions;Core;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;X64;Core;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;65536;2048;146.80 us;0.5702 us;0.5055 us;0.4883;-;-;2.53 KB
AsyncFileStream;Core;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;X64;Core;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;65536;4096;494.41 us;9.5942 us;11.0487 us;2.4414;-;-;5.04 KB
SyncFileStream;Core;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;X64;Core;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;65536;4096;116.05 us;1.1829 us;1.1065 us;0.9766;-;-;4.53 KB
AsyncFileStreamSequentialOptions;Core;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;X64;Core;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;65536;4096;504.76 us;3.9872 us;3.7296 us;1.9531;-;-;5.04 KB
SyncFileStreamSequentialOptions;Core;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;X64;Core;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;65536;4096;114.90 us;1.7017 us;1.5918 us;0.9766;-;-;4.53 KB
AsyncFileStream;Core;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;X64;Core;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;65536;8192;311.86 us;4.5098 us;4.2185 us;2.4414;-;-;9.04 KB
SyncFileStream;Core;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;X64;Core;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;65536;8192;96.41 us;0.3157 us;0.2953 us;1.8311;-;-;8.53 KB
AsyncFileStreamSequentialOptions;Core;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;X64;Core;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;65536;8192;299.67 us;6.6460 us;6.2167 us;2.4414;-;-;9.04 KB
SyncFileStreamSequentialOptions;Core;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;X64;Core;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;65536;8192;98.96 us;0.2868 us;0.2682 us;1.8311;-;-;8.53 KB
AsyncFileStream;Core;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;X64;Core;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;65536;16384;201.52 us;2.5440 us;2.3796 us;3.9063;-;-;17.04 KB
SyncFileStream;Core;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;X64;Core;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;65536;16384;90.64 us;1.5933 us;1.4903 us;3.5400;-;-;16.53 KB
AsyncFileStreamSequentialOptions;Core;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;X64;Core;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;65536;16384;209.63 us;2.7268 us;2.5506 us;3.9063;-;-;17.04 KB
SyncFileStreamSequentialOptions;Core;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;X64;Core;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;65536;16384;87.92 us;0.4213 us;0.3941 us;3.5400;-;-;16.53 KB
AsyncFileStream;Core;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;X64;Core;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;65536;32768;164.04 us;1.2687 us;1.1247 us;7.3242;-;-;33.04 KB
SyncFileStream;Core;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;X64;Core;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;65536;32768;86.76 us;0.1886 us;0.1672 us;6.9580;-;-;32.53 KB
AsyncFileStreamSequentialOptions;Core;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;X64;Core;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;65536;32768;158.19 us;2.3628 us;2.2102 us;7.3242;-;-;33.04 KB
SyncFileStreamSequentialOptions;Core;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;X64;Core;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;65536;32768;86.65 us;1.4097 us;1.3186 us;6.9580;-;-;32.53 KB
AsyncFileStream;Core;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;X64;Core;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;65536;65536;136.41 us;1.0215 us;0.9555 us;13.9160;-;-;65.04 KB
SyncFileStream;Core;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;X64;Core;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;65536;65536;82.46 us;0.2637 us;0.2337 us;13.7939;-;-;64.53 KB
AsyncFileStreamSequentialOptions;Core;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;X64;Core;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;65536;65536;131.11 us;0.8620 us;0.8063 us;13.9160;-;-;65.04 KB
